Index,Text
118,신평공장은 이날 재해발생으로 인해 부산지방고용노동청으로부터 전면작업중지명령서를 받은 것으로 알려졌다.
119,대한제강 관계자는 현재 재해발생 원인 등을 조사 중에 있다며 재해 원인 파악 후 조치를 완료하고 지방노동청의 확인을 받아 작업을 재개할 예정이라고 말했다.
120,본사 지하 1층 국제회의장에서 2018 코리아 브랜드 한류박람회 한류 홍보대사 위촉식이 열려 홍보대사 엔시티127 태용이 참석하였다.
121,임현주 아나운서가 안경을 쓰고 뉴스를 진행해 화제에 오른 가운데 이에 대한 소감을 밝혀 눈길을 끌고 있다.
122,임현주 아나운서는 12일 자신의 인스타그램에 오늘 안경을 끼고 뉴스를 진행했습니다. 속눈썹을 붙이지 않으니 화장도 간단해지고 건조해서 매일 한통씩 쓰던 눈물약도 필요가 없더라고요라는 글과 함께 한 장의 사진을 게재했다.
123,앞서 임현주 아나운서는 이날 오전 뉴스투데이에서 지상파 여자 앵커 최초로 안경을 쓴 채 뉴스를 진행해 화제를 모았다. 임현주 아나운서의 이름은 포털사이트 검색어 상위권을 오르내리며 큰 반향을 불러일으키고 있다.
124,홍준표 자유한국당 대표와 김성태 원내대표가 12일 오전 서울 여의도 국회 의원회관 대회의실에서 열린 자유한국당 6.13 지방선거 후보자 출정식에서 손피켓을 교환하고 있다.
125,"마크 저커버그가 10일 워싱턴 상원 법사위원회와 상무위원회의 합동 청문회에 출석해, 페이스북 이용자 수천만 명의 개인정보가 무단으로 유출돼 지난 대선 과정에 이용됐다는 의혹과 관련한 증언을 하고 있다."
126,그는 영국 정보분석업체인 케임브리지 애널리티카가 관여한 페이스북 이용자 수천만명의 정보유출 사태와 관련해 증언을 하게 된다. 저커버그가 의회 청문회에 출석하는 것은 이번이 처음이다.
127,페이스북은 저커버그가 무사히 청문회를 마칠 수 있도록 수주에 걸쳐 준비해 왔다. 8일 뉴욕타임스에 따르면 페이스북은 공개석상에 나서는데 익숙하지 않은 저커버그의 환골탈태를 위해 외부 전문가들을 고용했다.
128,법무법인 윌머헤일 소속이자 조지 부시 전 대통령의 특별 보좌관 출신인 레지널드 브라운이 이끄는 전문가 팀의 목표는 저커버그를 반항적이고 비밀스러운 거물에서 잘못을 뉘우치는 개방적인 청년으로 보이게 만드는 것이다. 
129,"이들은 예상 질문 외에도 답변을 할 때의 속도, 말을 하는 도중 가로막혔을 때 대응하는 법까지 지도하는 것으로 알려졌다. 익명을 요구한 내부 관계자는 페이스북에서 모의 청문회가 열리기도 했다고 전했다."
130,민주당 의원들은 정보유출에 따른 사생활 침해 문제 외에도 11월 중간선거를 앞두고 페이스북이 악용될 가능성을 막을 방안을 질문할 것으로 보인다.
131,공화당 의원들은 사생활 문제를 언급하기보다 소셜미디어의 정치적 편향성에 대한 의혹을 제기할 전망이다.
132,"저커버그는 페이스북의 잘못을 인정하면서도, 최근 도입을 약속한 개인정보 정책을 설명함으로써 개선 의지를 피력할 것으로 여겨진다."
133,두산 포수 양의지는 지난 10일 대구 삼성 라이온즈 파크에서 열린 삼성 라이온즈와 방문 경기에서 7회 말 바뀐 투수 곽빈의 연습투구 때 공을 잡지 않고 살짝 피했다.
134,"이에 따라 공이 정종수 주심을 향해 날아갔고 주심이 황급히 피하면서 다치지는 않았지만, 고의성 논란이 불거졌다."
135,앞서 양의지가 7회 초 심판의 스트라이크 판정에 불만스러운 표정을 보였기 때문에 공을 피한 것이 고의적인 행동이지 않았느냐는 지적이 일었다.
136,상벌위는 내규 7항이 정한 벌금 중 최고 수위인 300만 원을 양의지에게 부과했다. 그러나 팀에 타격을 입힐 수 있는 출장 정지 처분은 하지 않았다.
137,고의성 여부를 떠나 그라운드에서 일어나서는 안 될 위험한 상황이 발생한 것을 경고한 것이라며 상벌위는 양의지가 앞선 스트라이크·볼 판정에 대한 불만을 표했다는 의도성에 대해서는 크게 보지 않았다고 설명했다.
138,장윤호 사무총장은 대다수 전문가도 여러 카메라와 많은 팬이 지켜보는 현대 야구에서 일부러 공을 놓쳐 심판을 해하는 행동을 벌이지는 않을 것이라는 의견을 주셨다.
139,"김태형 두산 감독도 바로 양의지를 불러 경고했고, 양의지도 반성하는 모습을 보였다며 정상 참작도 있었음을 시사했다."
140,카카오 택시가 어제부터 유료 서비스 스마트호출 기능을 추가했습니다. 이용자가 천 원을 내고 스마트호출을 하면 인공지능이 적용된 기술로 잘 응답할 것 같은 기사에게 배차 정보가 전달되는 개념입니다.
141,"기존의 무료 호출과 별개로 유료 서비스, 다시 말해 상품입니다. 카카오 택시 앱 자체가 택시를 호출하기 위한 중개 상품인데 그동안 무료로 제공했으니 조금 더 차별화된 유료 상품인 셈입니다."
142,택시업계에서는 카카오가 독점적 지위를 남용해 택시비 인상을 하려 한다는 논란에 휩싸였고 3월 말 서비스를 강행하려 했던 카카오는 일단 시점을 연기했습니다.
143,"이어 국토부가 기존 택시 콜 이용료, 그러니까 서울시 기준으로 주간 1천 원, 야간 2천 원에 준해야 한다는 권고안을 제시하자 이를 그대로 받아들이는 듯했습니다."
144,"그러나 지자체와의 협의 과정에서 또 한 번 난관에 부딪힌 카카오는 결국 유료화 시행 전날 밤 주,야간 구분 없이 모두 1천 원으로 결정했습니다."
145,"천 원으로 시작된 카카오 택시 유료 호출. 표면상으로는 카카오도 불만족, 택시업계도 불만족입니다. 카카오 측과 택시업계 측에 관련 입장을 물었을 때 공통적으로 대답한 말은 이러했습니다."
146,"같은 말이지만 사실 보는 시각은 전혀 다릅니다. 카카오는 우여곡절 끝에 천 원으로 시작했지만, 택시와 이용자들의 만족도를 보면서 그 이상의 서비스도 준비할 것이란 말입니다."
147,"반면 택시업계는 일단 천 원으로 시작했지만, 이용료 수준이 계속 올라갈 수 있는 만큼 예의주시하겠다는 의미입니다."
148,흥미로운 점은 카카오와 택시는 한 배를 타고 있다는 겁니다. 우버의 한국 진출 진통을 겪은 후 2015년 3월 카카오는 택시 플랫폼을 시작합니다.
149,서비스 시작부터 카카오와 택시는 윈윈 전략을 펼쳤고 같이 지내온 겁니다. 그런데 유료 서비스를 두고는 이구동성이긴 한데 동상이몽인듯한 모양새를 보이고 있습니다.
150,그러면 양측이 말하는 시장 상황에 대한 그림을 그려보겠습니다. 카카오가 유료 모델을 제시할 때 이른바 빅데이터를 활용했습니다.
151,그냥 데이터만 모은 게 아니겠죠. 유료 모델을 설계할 수 있는 데이터는 더더욱 집중했을 겁니다. 그래서 제시한 것이 수요 공급의 불균형입니다.
152,카카오가 제시한 자료를 보면 출퇴근 시간대나 심야 시간대에 수요 공급이 많게는 8배 이상 차이가 난다고 합니다.
153,반대로 낮 시간대를 분석해보면 수요 공급의 거의 일치한다고 합니다. 따라서 수요가 많은 시간대로 공급을 더 늘려야 하는데 택시에게도 동기가 필요하다는 것이죠.
154,카카오는 그것을 앱 이용료로 본다는 입장입니다. 즉 이용자가 이용료를 내면 그 돈의 절반 이상을 택시기사에게 준다는 것인데요.
155,편의상 절반으로 하면 500원입니다. 나머지 500원은 카카오가 갖게 되는데 여기서 결제와 관련한 시스템에 들어가는 비용 등을 빼면 그래도 400원 정도는 가져갈 겁니다.
156,카카오에 천 원의 쓰임새를 물었습니다. 명확하게 숫자를 공개하지는 않았는데 일단 절반 또는 절반 이상을 택시기사에게 준다고 했습니다.
157,이것저것 가리지 않고 호출에 잘 응하는 기사들에게 포인트를 준다는 겁니다. 포인트를 모아서 한 달에 한 번 환금한다는 겁니다.
158,택시기사 입장에서는 스마트 호출에 잘 응하면 호출료의 절반도 받고 포인트도 받는다는 것이 되겠죠.
159,"이 내용이 밤 시간대 공급 조절과 무슨 상관이 있을까요 생각해보시면 알겠지만, 스마트호출이 주로 쓰이는 시간대는 출퇴근, 더 정확히는 늦은 밤에 집중될 가능성이 클 것으로 보입니다."
160,카카오가 원하는 바람은 티끌 모아 태산이라는 믿음이 강한 택시가 특정 시간대 우르르 도로에 나와줘야 하는 겁니다.
161,그런데 약간의 문제가 있습니다. 유료 서비스이니 이용객들에게도 뭔가 혜택이 있어야 합니다. 그래서 카카오는 이용자가 스마트 호출을 할 경우 택시에는 목적지가 노출되지 않도록 했습니다.
162,"이에 대해 몇몇 택시 기사들에게 물어봤더니 스마트호출 오면 안 받는다, 그거 누르는 사람들 대부분 단거리 손님들 아니겠느냐고 말합니다."
163,카카오는 역시 이 부분도 고려했나 봅니다. 잘 안 받으면 호출 배정에 페널티를 주겠다고 말이죠.
164,반대로 택시에서 바라보는 시장 상황은 앱 이용료가 올라가는 것입니다. 택시비 인상의 의미로 받아들여질 수 있어 예의주시하겠다는 겁니다.
165,따라서 카카오가 원하는 시장 상황은 택시업계는 원하지 않는 시장 상황이 되는 것으로 지난 3년간 한 배를 타고 왔던 두 주체는 사실상 갈림길에 놓여 있습니다
166,중요한 것은 카카오가 시작했다는 것인데요. 카카오가 데이터 분석에 기반해 '천 원' 모델을 시작한 것인 만큼 그 효과가 제대로 나타나는지에 대한 데이터가 관건입니다.
167,"이용자 편의성, 택시 수요 공급 격차 해소와 같이 택시를 둘러싼 각 주체가 만족하는 수준의 결과 값이 나와야 지속 가능해집니다."
168,그런데 효과는 나타나지 않고 이익만 챙기고 있었다는 결론이 도출되면 카카오의 택시 플랫폼 전략은 실패로 끝나게 될 것입니다.
169,택시 서비스는 나라마다 다른 특성이 있어서 단순 비교는 힘듭니다. 다만 이동 이라는 키워드에서 다양한 융합 서비스들이 등장하고 있는 것만은 사실입니다.
170,어쩌면 카카오나 택시나 시작을 두고 팽팽한 기 싸움을 하는 이유는 따로 있을지도 모릅니다.
171,커다란 변화 앞에 놓여있음을 양쪽 다 알고 있기 때문인데 카풀을 놓고 물밑 신경전이 벌어지고 있는 것이 대표적인 사례입니다.
172,"2016년 7월 개봉한 이 영화는, 정권의 비호를 받는 이른바 화이트리스트라는 의혹에 시달리면서도 여름 극장가를 달구며 700만 명의 관객을 불러들였습니다."
173,배수펌프로 물을 빼내야 할 정돈데 바닷가에 인접한 데다 매립지여서 주민들 불안이 큽니다. 이준석 기자가 취재했습니다.
174,"빗물이나 일반 물이 아니고, 저것은 소금물입니다. 소금물 쉽게 말하면. 그러면 부식이 몇 배로 빠를 수가 있다는 이야기입니다."
175,"시공사 측에서 긴급하게 배수펌프로 물을 빼고 있지만, 아직까지 물은 흥건하게 차있습니다."
176,"워낙 벽면이 커서 지금 물 새는 곳이 있다고 하더라도 많다고 느껴지는데 지금 방수를 지속해서 하고 있고, 그다음에 벽면이 튼튼한 물건이기 때문에 큰 문제는 없다고 생각합니다."
177,"그러나 시공사 측은 이 물이 바닷물인지 지하수인지, 또 어디서 흘러들어오고 있는지도 파악하지 못하고 있습니다."
178,"주행 도중 감정싸움이 벌어진 것인데, 오토바이 운전자가 유리창문을 두드리며 거세게 항의하자 차량은 그대로 오토바이를 들이받았습니다."
179,미국의 한 댄스 교습소 건물에서 큰불이 났습니다. 2층에 갇혀있던 여중생들이 불길을 피해 창문으로 뛰어내렸는데요.
180,"행인들이 구해온 사다리로 몇 사람은 간신히 탈출하는데, 사다리가 그만 쓰러집니다. 매달려 버티고 있던 서너 명이 난간에서 몸을 던집니다."
181,"학생들이 휴대전화로 창문을 부수려 했지만, 안에서는 잘 안 깨졌다고 합니다. 이웃과 행인들의 도움 덕분에 전원 무사히 탈출했다고 합니다."
182,다이네는 지난해 10월 발매한 싱글음반 마이네 이후 6개월 만에 선보이는 신보다. 전작이 나에게 초점을 맞췄다면 신보는 나를 둘러싼 너에게 전하는 마음을 표현했다.
183,머라이어 캐리는 전 세계적으로 2억 장 넘는 음반을 판매하고 빌보드 싱글 차트 1위 곡을 18곡이나 배출한 바 있다.
184,"캐리는 또 심각한 수면장애도 갖고 있으며, 현재 약물 치료를 받고 있어 나아질 것이라고 기대하고 있다고 덧붙였다."
185,캐리는 11일 발행된 미 생활연예 매체 피플과 인터뷰에서 2001년 조울증 진단을 받았다. 신경쇠약으로 병원에 입원한 직후였다라고 말했다.
186,이어 최근까지 부정과 고립 속에서 살아왔다. 누군가 나에 대해 폭로할까 봐 공포를 느꼈다. 내가 짊어지고 가기에는 너무 무거운 짐이었다고 고백했다.
187,서울 부동산시장이 집을 사려는 사람보다 팔고자 하는 사람이 더 많은 매수자 우위 시장으로 돌아섰다.
188,국민은행의 주간 주택시장동향 조사결과에 따르면 이번 달 첫째 주 기준 서울 아파트 매수우위지수는 94.8로 집계돼 3개월 만에 기준점인 100을 밑돌았다.
189,매수우위지수는 부동산중개업체 3천여 곳을 대상으로 아파트 매도자와 매수자 가운데 어느 쪽이 많은지를 확인해 산출하는 지수다.
190,서울 매수우위지수는 2006년 12월 101.2를 기록한 이후 무려 10년 가까이 기준점을 밑돌았다.
191,"2012년에는 한 자릿수로 떨어지기도 했다. 하지만 집값 상승 전망이 힘을 얻으면서 2016년 6월부터 10월까지, 지난해 5월부터 7월 말까지 각각 18주, 11주 연속으로 100을 넘겼다."
192,통상 아파트 가격이 급등한다는 기대가 있으면 사려는 수요가 늘면서 매도자가 힘을 얻는 매도자 우위 시장이 형성된다.
193,아파트 거래량도 얼어붙었다. 서울 매매거래지수는 17.9로 지난해 11월 6일 이후 5개월 만에 가장 낮은 수준을 기록했다.
194,이번 달부터 다주택자가 집을 팔 때 최고 62 퍼센트의 양도세를 물리는 다주택자 중과세 정책이 시행되면서 거래량 감소는 이미 예견된 일이었다.
195,전세시장의 움직임도 심상치 않다. 서울 지역 전세수급지수는 2일 111.3으로 2009년 3월 23일 이후 약 9년 만에 가장 낮았다.
196,지난해 전국 아파트 입주물량은 38만 6천 호로 1998년 이후 최대치를 기록했다. 올해 입주물량 역시 44만 2천 호에 이를 전망이다. 
197,해외에선 스텔싱 피해 사례가 늘어나면서 민감한 사회문제로 떠올랐는데요. 스텔싱을 성폭력 범죄로 처벌해야 한다는 목소리도 커지고 있습니다.
198,국내에서도 최근 대학 익명게시판인 대나무숲에 스텔싱 피해를 당했다는 사례가 잇따라 올라왔는데요.
199,싼 중고차 매물을 보고 찾아온 손님에게 엉뚱한 차량을 강매한 중고차 업자들이 무더기로 적발됐습니다.
200,"경찰 조사 결과, 이들은 자신들이 운영하는 중고차 매매 사이트 2곳에 시세보다 저렴한 중고차 매물을 올리고, 피해자들을 유인했습니다."
201,"물건을 확인한 피해자들이 계약서를 작성하면, 그 사이 다른 공범이 차량의 부품을 빼내 계약 차량이 고장 난 것처럼 위장하는 일명 덜덜이 작업을 했습니다."
202,"폭력적으로 협박해 시세 800만 원 상당의 중고차를 1,700만 원에 파는 등 다른 중고차를 비싸게 강매한 것으로 드러났습니다."
203,삼성전자 반도체 생산 공장 등의 작업환경측정결과보고서 공개 여부를 두고 논란이 일고 있다.
204,"고용노동부가 법원 판결을 근거로 해당 보고서를 공개하기로 결정했는데, 삼성전자가 해당 보고서에 영업기밀이 포함돼 있다며 공개해선 안 된다고 맞서고 있기 때문이다."
205,"삼성전자는 권익위원회 행정심판, 법원 행정소송, 산업부 전문가위원회 판정 등을 통해 여러 방면에서 보고서 공개 저지를 위해 총력을 다하고 있다."
206,원심을 뒤집어 원고인 삼성전자 근로자 이 모 씨 유족에게 2007년부터 2014년까지의 온양공장 작업환경보고서를 모두 공개하도록 결정한 것이다.
207,작업환경보고서는 삼성이 고용노동부에 제출하게 돼 있기 때문에 이 소송의 피고는 해당 보고서를 가지고 있는 대전지방고용노동청 천안지청장이었다.
208,"삼성 공장 직업병 피해자와 한 언론사가 다른 삼성 공장의 작업환경보고서 공개를 요청했고, 고용노동부는 대전고법 판결을 근거로 보고서를 공개하기로 했다."
209,"고용부에 따르면 삼성은 이미 삼성디스플레이 탕정공장, 삼성전자 기흥공장 등 4건의 작업환경보고서 공개 결정에 대해 행정심판을 청구하고, 행정소송을 제기했다."
210,삼성과 일부 언론 등은 해당 보고서에 삼성의 핵심 영업기밀이 포함돼 있기 때문에 이를 공개하면 안 된다고 주장하고 있다.
211,이 같은 상황에서 작업환경보고서에 정말 영업비밀이 포함돼 있는가를 따지려면 현재 제기된 소송의 결과를 기다릴 수밖에 없다.
212,하지만 온양공장 작업환경보고서에 한해서는 고등법원 판결을 고용부가 수용하면서 작업환경보고서가 유족에 이미 공개된 상태다.
213,이에 해당 판결문이 어떤 근거로 어떻게 판단했는지를 따져보면 온양공장 보고서에 한해서라지만 일정 부분 팩트 체크가 가능하다.
214,"온양공장 작업환경보고서 속 측정위치도가 삼성전자의 경영,영업상 비밀에 해당한다고 보기 어렵고, 측정위치도가 공개될 경우 삼성전자의 생산방법 등 기술적 노하우가 유출되거나 삼성전자의 경쟁력이 약화돼 이익을 해칠 우려가 있다고 보기 어렵다"
215,판결문에 따르면 작업환경보고서에는 라인명과 공정명이 기재돼 있을 뿐 공정간 배열이 기재돼 있지 않다.
216,"측정위치도는 삼성전자 온양공장의 개략적인 도면 위에 유해인자 등의 측정위치를 표시한 것에 불과하며, 그 자체로는 법인 등의 경영상,영업상 비밀에 해당한다고 보기 어렵다"
217,측정위치도를 공개되는 다른 정보와 대조해 보면 해당 유해인자가 공장 어느 지점에서 어느 정도 측정됐는지 대략 파악할 수 있게 된다.
218,판결문에 따르면 작업환경보고서에 영업기밀이 포함돼 있다는 삼성전자 측의 주장은 거짓이다.
219,대전고등법원이 온양공장 작업환경보고서를 두고 판결한 만큼 이는 온양공장 작업환경보고서에 국한된 팩트체크 결과다.
220,현재 삼성이 제기한 소송 결과가 대전고법의 작업환경보고서 공개 판결과 반대되는 것으로 나오기 전까지는 작업환경보고서에 영업비밀이 들어있다는 주장은 대체로 거짓이라고 볼 수 있다.
221,조용필은 11일 오후 서울 용산구 블루스퀘어 아이마켓홀에서 데뷔 50주년 기자간담회를 진행했다.
222,배우 다니엘 헤니가 미국에서 활동 중인 일본계 배우 류 쿠마가이와의 열애설을 부인했다.
223,다니엘 헤니와 류 쿠마가이는 각각 1월 16일과 15일 하루 차이를 두고 해변에서 강아지와 함께 찍은 사진을 올렸다.
224,"다니엘 헤니의 소속사 에코글로벌그룹은 9일 오후 공식 보도자료를 통해 본인 확인 결과, 사적인 모임에서 만난 배우 동료로 류 쿠마가이씨와는 친한 동료 사이일 뿐이라고 열애설을 부인했다. "
225,어느 산골 학교로 교육지원을 나갔다가 10일 만에 삭발을 결심한 한 여대생이 있습니다.
226,"학교가 깊은 산골에 있어 뜨거운 물이 잘 나오지 않자 머리를 감는 데 어려움을 겪었고, 이에 여성은 머리보다도 학생들 교육에 더 집중하기 위해 삭발을 결심한 것인데요."
227,"여성은 삭발로 진실한 나를 볼 수 있고 시간도 아낄 수 있다며, 진심으로 교육에 임할 것이라고 덧붙였습니다."
228,앞서 지드래곤이 강원도 철원 육군 3사단 백골부대 신병교육대로 입소한다고 알려지자 해당 부대에 주원과 지창욱이 조교로 복무 중인 사실이 거론되며 두 사람이 복무 중 만날지에 관심이 쏠린 바 있다.
229,"주인이 반려견 두 마리를 얌전히 앉아서 기다리게 한 후, 각각의 앞에 간식을 한 개씩 놓아줍니다."
230,수도권의 한 아파트 단지에서 택배 차량을 지상으로 들어오지 못하게 통제하자 일부 택배업체들이 주차장에 택배를 쌓아두고 있습니다.
231,지상을 통제하면 지하주차장으로 들어가면 되지만 지하 주차장은 높이 제한이 있어서 이보다 높은 택배 차량은 들어갈 수 없습니다.
232,택배업체들은 지상 차량 이동이 통제된 상황에서는 각 집마다 배달이 쉽지 않고 차량을 지하주차장 제한 높이에 맞춰 낮추기도 어렵다고 말합니다.
233,단지가 크다 보니까 가까운 데는 어느 정도 배송하겠지만 안쪽 먼 곳까지는 배달하기가 상당히 힘든 상황입니다.
234,비가 그치고 내일 새벽부터는 황사가 날아오겠고 황사와 먼지가 뒤섞여 대기질이 좋지 않겠습니다.
235,택시 업계는 카카오택시가 요금 인상 주도권을 빼앗으려 한다고 반발하면서 논란이 커졌습니다.
236,국토부가 법률 검토를 통해 기존 콜택시 수수료 수준에서 이용 요금을 결정돼야 한다고 권고했는데요.
237,출퇴근 시간이나 심야시간에 카카오 택시를 호출하면 잘 오질 않는다는 불만이 적지 않습니다.
238,빅데이터와 인공지능 기술이 접목되면서 수요 공급 폭을 줄이면 결국 그 혜택이 이용객들에게 돌아간다는 입장입니다.
239,"중국의 경우 차량 공유 기업인 디디추싱이 택시 앱을 활용해 수요 예측 등을 하는데 이용 요금이 우리돈 최대 3,300원입니다."
240,"말레이시아나 일본에서도 전자, 통신업체들과 택시업계가 융합한 새로운 서비스들이 등장해 시장에서 긍정적 반응을 얻고 있습니다."
241,국내 업체도 향후 이용자 반응을 지켜보면서 기술 서비스와 요금 인상 폭 등을 결정한다는 입장입니다.
242,앞으로 기술 발전과 실수요자인 택시 이용객들의 만족 정도에 따라 국내 택시 업계에도 상당한 변화가 예상됩니다.
243,만들어진 지 30년이 넘어서 시설이 낙후된 평화의 집은 보수 작업이 한창이었습니다.
244,취재진의 최고 관심사는 김정은 국무위원장이 어떻게 평화의 집까지 오는 지였습니다.
245,날씨가 맑아서 저 멀리 개성까지 볼 수 있었습니다. 개성공단의 일부 높은 건물을 육안으로 확인할 수 있었습니다.
246,"2016년 2월 개성공단이 폐쇄된 이후 북한과의 민간 교류는 거의 끊긴 상황, 남북 간의 민간 교류가 다시 재개될 수 있을지, 관심은 27일 남북정상회담이 열릴 판문점으로 다시 향하고 있습니다."
247,얼마 후 이 씨의 페이스북을 본 후배가 영상 속의 인물을 알고 있다. 지금 광주 서구의 한 모텔에 있다고 알려왔다. 이후 이 씨는 경찰에 신고했고 경찰은 모텔에 있던 김 군을 붙잡았다.
248,차기 유력후보였지만 자신의 여 비서를 성폭행한 혐의로 불구속 기소된 안희정 전 충남지사 사건을 연상시키는 사건이 미국에서 발생한 것이다.
249,"보고서에 따르면 이 여성은 그레이튼스 주지사가 자신의 손발을 묶고 눈을 가린 채 사진을 찍고서는, 우리 내연관계가 새 나가면 사진을 공개하겠다고 협박했다고 진술했다."
250,문재인 대통령은 2012년 18대 대선과 2017년 19대 대선 후보 시절 노인복지 공약으로 어버이날의 법정 공휴일 지정을 약속했다.
